    0 	     1
    1 	     1
    2 	     1
    3 	     1
    4 	     1
    5 	     1
    6 	     1
    7 	     1
    8 	     3
    9 	     9
   10 	     1
   11 	     1
   12 	     3
   13 	     3
   14 	     9
   15 	     9
   16 	     1
   17 	     1
   18 	     1
   19 	     3
   20 	     1
   21 	     1
   22 	     1
   23 	     1
   24 	     1
   25 	     1
   26 	     3
   27 	     3
   28 	    11
   29 	     3
   30 	     5
   31 	     5
   32 	    11
   33 	    12
   34 	    12
   35 	    11
   36 	     9
   37 	     3
   38 	    12
   39 	    20
   40 	    14
   41 	    20
   42 	    13
   43 	     5
   44 	    21
   45 	    22
   46 	    28
   47 	    13
   48 	     1
   49 	     7
   50 	    30
   51 	    30
   52 	     1
   53 	    13
   54 	     9
   55 	    15
   56 	    29
   57 	     1
   58 	    30
   59 	     3
   60 	     1
   61 	     1
   62 	    38
   63 	     3
   64 	    17
   65 	    29
   66 	    40
   67 	    15
   68 	     5
   69 	    42
   70 	     7
   71 	    19
   72 	     3
   73 	     1
   74 	     3
   75 	     7
   76 	    50
   77 	    17
   78 	    15
   79 	    29
   80 	    15
   81 	    52
   82 	    19
   83 	     1
   84 	     1
   85 	    19
   86 	    23
   87 	     1
   88 	    52
   89 	     1
   90 	     1
   91 	    31
   92 	    23
   93 	    29
   94 	     1
   95 	     1
   96 	    52
   97 	    31
   98 	     1
   99 	     1
  100 	    39
  101 	    60
  102 	    19
  103 	     1
  104 	     1
  105 	    37
  106 	    31
  107 	     1
  108 	    47
  109 	     3
  110 	    62
  111 	     9
  112 	     9
  113 	    27
  114 	    55
  115 	    64
  116 	    37
  117 	     1
  118 	     1
  119 	    57
  120 	    29
  121 	    66
  122 	    59
  123 	     3
  124 	    59
  125 	     9
  126 	    74
  127 	    45
  128 	    17
  129 	    37
  130 	    67
  131 	     1
  132 	     1
  133 	    75
  134 	    76
  135 	     1
  136 	    37
  137 	    53
  138 	     3
  139 	    75
  140 	    78
  141 	    77
  142 	    11
  143 	    39
  144 	    55
  145 	     1
  146 	    85
  147 	    47
  148 	    19
  149 	    63
  150 	     1
  151 	    93
  152 	     1
  153 	    78
  154 	    86
  155 	   101
  156 	    47
  157 	     1
  158 	   101
  159 	     3
  160 	    49
  161 	    21
  162 	     1
  163 	   103
  164 	     3
  165 	    88
  166 	    96
  167 	    25
  168 	   111
  169 	     1
  170 	     9
  171 	   119
  172 	   104
  173 	    51
  174 	    59
  175 	    33
  176 	    29
  177 	     3
  178 	     9
  179 	   127
  180 	   112
  181 	    11
  182 	   127
  183 	     3
  184 	   114
  185 	   129
  186 	   137
  187 	   122
  188 	    19
  189 	    29
  190 	    67
  191 	    17
  192 	    41
  193 	   145
  194 	     9
  195 	   130
  196 	   153
  197 	    21
  198 	    67
  199 	    66
  200 	   155
  201 	    19
  202 	    31
  203 	    68
  204 	   157
  205 	    69
  206 	    11
  207 	    23
  208 	     1
  209 	     1
  210 	   165
  211 	    76
  212 	    77
  213 	    39
  214 	    49
  215 	     1
  216 	     1
  217 	     1
  218 	     1
  219 	   173
  220 	     1
  221 	    84
  222 	     1
  223 	     3
  224 	     3
  225 	    31
  226 	   181
  227 	     9
  228 	    27
  229 	    85
  230 	    84
  231 	    17
  232 	    19
  233 	   189
  234 	    35
  235 	    17
  236 	    31
  237 	    25
  238 	    47
  239 	    84
  240 	    25
  241 	    33
  242 	    93
  243 	   197
  244 	    27
  245 	    92
  246 	   197
  247 	    39
  248 	    57
  249 	    43
  250 	    35
  251 	   100
  252 	    41
  253 	   199
  254 	    49
  255 	    93
  256 	    57
  257 	   101
  258 	   108
  259 	   207
  260 	    39
  261 	    47
  262 	    55
  263 	    51
  264 	   108
  265 	   209
  266 	    35
  267 	    39
  268 	    59
  269 	   211
  270 	   110
  271 	   118
  272 	    65
  273 	    59
  274 	   109
  275 	    47
  276 	   219
  277 	   227
  278 	   118
  279 	    43
  280 	    59
  281 	    67
  282 	   126
  283 	    73
  284 	   111
  285 	    47
  286 	   229
  287 	   128
  288 	    61
  289 	   113
  290 	     1
  291 	   130
  292 	    75
  293 	    57
  294 	   229
  295 	     1
  296 	    51
  297 	   138
  298 	    83
  299 	   121
  300 	    65
  301 	   237
  302 	     3
  303 	   140
  304 	    83
  305 	    63
  306 	   239
  307 	    71
  308 	    59
  309 	     3
  310 	    69
  311 	   123
  312 	   142
  313 	    77
  314 	   150
  315 	   247
  316 	    79
  317 	     9
  318 	   131
  319 	    91
  320 	    85
  321 	   255
  322 	   150
  323 	    11
  324 	   255
  325 	    61
  326 	    21
  327 	    61
  328 	    99
  329 	   131
  330 	   152
  331 	    11
  332 	   256
  333 	    81
  334 	   154
  335 	   256
  336 	   162
  337 	    19
  338 	   139
  339 	   107
  340 	    29
  341 	    61
  342 	   256
  343 	   162
  344 	    21
  345 	   256
  346 	   164
  347 	    83
  348 	   141
  349 	    91
  350 	    37
  351 	   115
  352 	    23
  353 	   256
  354 	   166
  355 	    63
  356 	   166
  357 	   115
  358 	   256
  359 	    99
  360 	   149
  361 	    45
  362 	    73
  363 	    31
  364 	   166
  365 	    63
  366 	    81
  367 	    89
  368 	   256
  369 	   166
  370 	   117
  371 	   149
  372 	    33
  373 	    47
  374 	   166
  375 	   101
  376 	   256
  377 	   174
  378 	   256
  379 	   157
  380 	   125
  381 	   109
  382 	   182
  383 	    41
  384 	    71
  385 	    55
  386 	   256
  387 	   190
  388 	   159
  389 	   125
  390 	   256
  391 	   111
  392 	   190
  393 	    41
  394 	     1
  395 	   161
  396 	   192
  397 	   192
  398 	    73
  399 	   200
  400 	   200
  401 	   133
  402 	   161
  403 	    41
  404 	   208
  405 	   208
  406 	     1
  407 	   210
  408 	    69
  409 	   113
  410 	     1
  411 	   169
  412 	   121
  413 	   216
  414 	    81
  415 	    43
  416 	   210
  417 	    89
  418 	   224
  419 	    77
  420 	   169
  421 	   146
  422 	   146
  423 	    85
  424 	   232
  425 	   177
  426 	     1
  427 	   154
  428 	   129
  429 	    97
  430 	   240
  431 	    43
  432 	   156
  433 	    85
  434 	    51
  435 	   185
  436 	     1
  437 	   158
  438 	   240
  439 	   187
  440 	    87
  441 	   160
  442 	   131
  443 	   242
  444 	   168
  445 	   250
  446 	    87
  447 	   195
  448 	   176
  449 	   139
  450 	    51
  451 	     1
  452 	   105
  453 	   256
  454 	   184
  455 	    89
  456 	   195
  457 	   256
  458 	   120
  459 	    51
  460 	    25
  461 	   141
  462 	     3
  463 	   122
  464 	   256
